Název;E-mail;Telefon
"PELI Plus, s.r.o.";richard.kubovic@gmail.com;"421 903 532 728"
"PEMAR, s.r.o.";mb@evka.eu;"0910 196 148"
"PENT-HOU5E s. r. o.";info@pent-house.sk;"+421 915 500 334"
"Penta Real Estate, s. r. o.";vincurova@pentarealestate.com;"0911 476 761"
"Pentagram s.r.o.";juditavamosi@yahoo.com;"+36 706 190 369"
"Peoples Reality";cech@preality.sk;"0908 191 412"
"Peppers reality,sro";orsag@brasco.sk;"0905 245 019"
PERFAM;perfam@szm.sk;"0911 630 920"
"Perfam Invest sro";perfaminvest@gmail.com;"0911 630 920"
"Perfect Legal Slovakia";cipciar@azet.sk;"0902 755 926"
"Perfect Real, s.r.o.";edita.nagy@perfect-real.sk;"0918 478 170"
"Perfekto, spol. s r.o.";info@perfekto-reality.sk;"0944 138 000"
"Perfex Slovakia s. r. o.";perfexslovakia@gmail.com;"0948 322 900"
Pergo;info@pergo.sk;"0907 888 178"
"Pergo Group s.r.o.";office@pergo.sk;"0220 902 022"
"Pergolari s.r.o.";pergolariinfo@gmail.com;"421 948 592 311"
"PERIS Investment, s.r.o.";peter.zilavy@tessier.sk;"0905 695 520"
"PERMET, s.r.o.";mpolackova@gmail.com;"+421 911 275 059"
"PETAN PLUS, s.r.o.";petanplus@gmail.com;"0907 959 893"
"PETAN s.r.o.";sproch@petan.sk;"0902 998 907"
"PETEM, s.r.o.";peter.murin.ba@gmail.com;"0917 930 100"
Peter;pjuri@azet.sk;"+357 99 101 396"
"Peter Adámek X DESIGN";adamek@xdesign.sk;"0915 707 604"
"Peter Baránek";pbaranek@gmail.com;"0908 855 585"
"Peter Bella";infootnx@gmail.com;"0910 691 707"
"Peter Boháč";peterbohac80@gmail.com;"0907 911 435"
"Peter Briestensky";peter.briestensky@gmail.com;"0905 344 239"
"Peter Bzdúch - CAPRICORP";peter.bzduch2@gmail.com;"0908 666 632"
"Peter Bánoš";peter.banos67@gmail.com;"0905 329 536"
"Peter Dančo";stefan.danco1@gmail.com;"0911 236 022"
"peter degner";peter.degner@realpro.sk;"0944 160 988"
"Peter Dobiáš";petodobias@centrum.sk;"0905 601 809"
"Peter Fülöp";hereford@centrum.sk;"0903 593 039"
"Peter Gašper";petergasper@rajbyvania.sk;"0911 074 002"
"Peter Hacaj";hmpsro@gmail.com;"0948 603 903"
"Peter Hudec";circlelodge@pobox.sk;"0905 730 900"
"Peter Ivan";lp.peterivan@gmail.com;"0911 110 123"
"Peter Jankovič";ajstavbau.tt@gmail.com;"0944 219 666"
"Peter Jenčík";jencik.peter@gmail.com;"421 917 658 636"
"Peter Kováčik - KovoReal";kovacik@reality-brezno.sk;"0908 460 743"
"Peter Kočiš";petterkocis@gmail.com;"0917 328 749"
"Peter Lencz s.r.o.";peterlencz.sro@gmail.com;"421 905 228 822"
"peter lipa";lipapeter@centrum.sk;"0949 707 858"
"Peter Milko - Wili";propark@propark.sk;"0903 255 025"
"Peter Mockovčiak";uhliemyjava@gmail.com;"0905 218 690"
"Peter Muller - Medikor Consulting";medikor.consulting@gmail.com;"0903 025 534"
"Peter Muller - MEDIKOR CONSUSLTING";muller.petermuller@gmail.com;"0949 518 418"
"Peter Müllner - BALMA";balmaobaly@azet.sk;"0905 702 077"
"Peter Panousek";Peterpanousek@chello.sk;"0905 927 503"
"Peter Petrik";byt222@zoznam.sk;"0948 330 411"
"peter stana";stanamartin@gmail.com;"0908 326 901"
"Peter Svorad";policajt20@azet.sk;"0902 491 751"
"Peter Varáček";varacek@bblogistika.sk;"0905 223 871"
"Peter Veleba";peter.veleba@gmail.com;"0915 793 982"
"peter zaborski";mcbory84@gmail.com;"0917 976 720"
"Peter Šimurda - SIMON";simurda@chello.sk;"0903 311 070"
"Peter Širota";simax@simax.sk;"0915 958 193"
"Peter Šoltys";psoltys010@gmail.com;"0949 152 444"
PeterL.;peter.laskody@gmail.com;"0911 244 637"
"Petersen Realitný Servis";info@petersenreality.sk;"0910 888 897"
"PETOND, spol. s r.o.";aktualizujte.si.prosim@email.sk;"0903 689 584"
"Petra Kajzerová, REMAX Elite";petra.kajzerova@re-max.sk;"0803 584 044"
"Petra Novotná";bratislava.predajca@gmail.com;"0904 362 555"
"PETRA-REAL BB,s.r.o.";petrareal@petrareal.sk;"0915 774 263"
PETRAREALITY;p.pavlovicova83@gmail.com;"0911 028 999"
PETRAreality;p.pavlovicova83@gmail.com;"0950 774 164"
"PETRAS REAL";melicherovareality@gmail.com;"0918 527 931"
"PETRAS REAL ESTATE s.r.o.";miron.petras@gmail.com;"+421 905 333 660"
"Petronius SK";x.matuscin@gmail.com;"0948 514 024"
"Petronius, spol.  s.r.o.";petroniusreality@gmail.com;"0944 262 863"
Petrus&Partners;lukaspetrus@lukaspetrus.sk;"0905 873 796"
"Petržalka City a.s.";erdelyi@sollaris.sk;"0915 795 402"
"Petržalská tržnica s. r. o.";silvia.chuda@petrzalskatrznica.sk;"0904 961 263"
"petwings s.r.o.";Info@deratiz.sk;"0907 144 957"
"PEXANREAL s. r. o.";pexanreal@pexanreal.sk;"0918 185 327"
"pf network s.r.o.";florek.peter77@gmail.com;"421 905 253 779"
"PF Partners s.r.o.";milena.fejerova@gmail.com;"0905 313 369"
PFCEU;info@profc.eu;"0917 717 005"
"PGA Investments s. r. o.";info@zrubydemanovskadolina.sk;"0903 262 244"
"PHANTOM NITRA s.r.o.";bogdan.martin@hotmail.com;"0948 940 333"
"PharmaLogic s.r.o.";budkovskam@gmail.com;"421 915 918 183"
"PHASE s.r.o.";lobotkova@sedackyphase.sk;"0915 912 369"
"PhDr. Miloš Kocúr - BKM Consulting";milos.kocur@yahoo.com;"0902 614 251"
"PhDr. Mária Benediková";info@tostovpalac.sk;"0919 025 458"
"PhDr.Šipulová Ľubica - TSP";sipulova@tsp.sk;"0315 509 611"
"PHINEX Partner s.r.o.";bratislava@phinex.sk;"+421 903 646 771"
"Phobos Corporation spol. s .r.o.";pavol.kvackay@gmail.com;"0905 704 138"
"PHOBOS Corporation, spol. s r. o.";pavlina.kvackayova@phobos.sk;"0915 126 273"
"PHOENIX INVESTMENT, SRO";rusnak@popradbyty.sk;"0904 459 224"
"Photo Studio Zweng";riso@zweng.sk;"0908 442 177"
"PHVP, s. r. o.";havlik@phvp.sk;"0907 102 101"
"PIANETTE s. r. o.";info@pianette.eu;"0949 755 844"
"Piata Avenue";info@piataavenue.sk;"0911 764 577"
"Piešťany Reality";petovska@piestanyreality.sk;"0905 248 196"
"PINK reality s. r. o.";orthova.lucia@pinkreality.sk;"0917 873 779"
Pinkreal;info@pinkreal.sk;"0905 457 945"
"Pinter & Partners real estate";pinter@ppr.sk;"0903 243 462"
"PINUS - LOG s.r.o.";neuschlova@pinuslog.sk;"0917 084 622"
"PIRK, s.r.o.";pirk.sk@gmail.com;"0911 316 900"
"PJ REALITY s.r.o.";jpartila@gmail.com;"+421 908 976 895"
"PK REAL SERVIS s.r.o.";reality@pkreal.sk;"0905 781 533"
"PK REAL SERVIS, s.r.o.";reality@pkreal.sk;"0911 457 045"
"PK Reality";info@pkreality.sk;"0908 076 054"
"PKa-reality s.r.o.";info@pka-reality.sk;"0908 695 063"
"PKP Group I, s.r.o.";stefan@podkerepusky.com;"0904 405 518"
"Plamienok n.o";info@plamienok.sk;
"PLAN Real s.r.o.";info@planreal.sk;"0907 454 748"
"Plasted, s.r.o.";aktualizujte.si.prosim@email.sk;"090 374 815"
PLASTIKA;soltes@plastika.sk;"0908 704 659"
"Plastika, a.s.";brath@plastika.sk;"0915 754 484"
"Plastonic s.r.o.";plastonic@plastonic.sk;"0948 008 616"
"PLATFORM s.r.o.";info@platformhouse.sk;"0905 408 333"
"Platinum Estates";veronika.kracmer@platinum-estates.eu;"0911 444 569"
"PLATINUM REAL s. r. o.";info@platinumreal.sk;"0903 488 663"
"Platiť sa oplatí s.r.o.";drazby@platitsaoplati.sk;"0232 202 734"
"PLAZA REAL s.r.o.";info@plazareal.sk;"0255 648 974"
"PLEVA & syn s.r.o.";info@plevaasyn.sk;"0905 702 009"
"Plichta, s.r.o.";plichtova.pravo@gmail.com;"0911 732 745"
"Plnohodnotný život n.o.";michal326@centrum.sk;"0940 742 255"
"PLQ Equity s.r.o.";szabo@plq.sk;"0917 900 168"
"plus people s.r.o";dasa.dundova@gmail.com;"0910 995 553"
"PLUS REALITY, spol. s r. o.";info@plusreality.sk;"+421 905 819 462"
"PM - Realkontakt";info@pmreal.sk;"0902 907 888"
"PM REAL & BUILDING, s. r. o.";info@realtatry.sk;"0910 520 205"
"PM-Profi s.r.o.";kontakt@nehnutelnosti.sk;"911 639 469"
PM-REAL;pmreal@centrum.sk;"0903 048 066"
"PM-real, s. r. o.";infopmreal@gmail.com;"0911 639 469"
"PMC Slovakia, s.r.o.";jlindtnerova@pmc-slovakia.com;"+421 911 246 631"
"PMD reality";info@pmdreality.sk;"+421 220 714 614"
"PNORF - REAL ESTATE";pnorf.realestate@hotmail.com;"+421 904 825 980"
"Pod Dubovým lesom s.r.o.";hasuk.slovakia@gmail.com;"0908 713 234"
"Podnikateľské Centrum Popradská Košice, s.r.o.";pcpke@pcpke.sk;"+421 905 625 351"
"PODOBY, s.r.o.";podoby@podoby.sk;"0903 937 009"
"POFIS s.r.o.";erikchrenko@pofis.eu;"0905 517 650"
POHODAreality;ladislavadamko@pohodareality.sk;"0905 539 478"
"Pohodové bývanie s.r.o.";rk@pohodovebyvanie.sk;"0948 343 696"
"Point corp s.r.o.";vlastimil@drasnar.sk;"0917 617 412"
"Poliklinika Tehelná, a.s.";poliklinikatehelna@gmail.com;"0917 783 060"
"Poliklinika Šustekova s.r.o.";poliklinika@sustekova.sk;"0915 966 027"
"POLIS GROUP, s.r.o.";drabek@polis-rk.sk;"0903 747 077"
"POLIS reality s.r.o.";info@polis-reality.sk;"0903 466 899"
"POLIS, spoločnosť s ručením obmedzeným, Košice";fero.gab01@gmail.com;"0944 479 356"
"POLS TRADE, s.r.o.";info@vlastnafirma.sk;"0917 828 733"
"POLU s.r.o.";lucia.badurova@gmail.com;"0948 464 943"
POLY;hanap@centrum.sk;"0905 620 449"
"Poly Lightiq FIM, a.s.";szabo@plq.sk;"0917 510 142"
"Poly Lightiq RES s.r.o.";tomas.polacik@golfsajdiky.sk;"0911 169 863"
"Ponc Real s.r.o.";ponc@poncreal.sk;"0908 918 544"
PONK,o.z.;info@ponkworking.com;"0908 230 402"
"Ponuka nehnuteľností Košice";tomas@tomaskazimir.sk;"0948 260 339"
PonukaByvania.sk;info@PonukaByvania.sk;"0905 111 675"
"Popradská Realitná Spoločnosť s. r. o.";info@popradskarealitna.sk;"0917 895 461"
"POPREAL RK";info@popreal.sk;"0911 313 757"
popreality;testreality@centrum.cz;"535 628 789"
"Poradca podnikatela spol. s.r.o.";vozar@epi.sk;"0417 053 202"
"Porek sro";porek@porek.sk;"0903 226 212"
Portases;portases@zoznam.sk;"0948 245 800"
"Porto Real Group";info@portoreal.sk;"0905 294 030"
"Portum Towers, s.r.o.";predaj@portumtowers.com;"+420 737 065 522"
"PORUBSKY realitná kancelária";info@porubsky-rk.sk;"0910 750 333"
"POSCA Slovakia, s.r.o.";posca@posca.sk;"0903 810 007"
"POSSIBILITY s.r.o.";pavla.turska@gmail.com;"0948 961 169"
"Potočné, s.r.o.";info@potocne.sk;"0907 841 222"
"Power Coaching s. r. o.";dusreality@gmail.com;"0908 584 311"
"Power Wood s.r.o.";powerwood64@gmail.com;"0948 422 533"
"Pozemky predaj s.r.o.";mirostofanak@gmail.com;"0908 739 176"
"Pozemné stavby SC, s.r.o.";info@pozemnestavbysc.sk;"0911 450 200"
"Poľnohospodárske družstvo Strekov";kasnyiktg@gmail.com;"0903 251 950"
"Poľnonákup ŠARIŠ, a.s.";sekretariat@pnsaris.sk;"0517 764 227"
"Poštová Spoločnosť";info@postovaspolocnost.sk;"0911 131 805"
"poštová spoločnosť s.r.o.";info@postovaspolocnost.sk;"0918 184 641"
"PP Imperium s.r.o.";Peterpanousek@chello.sk;"0905 927 503"
"PP Investment, s.r.o.";fackovec@activelife-sk.sk;"0904 928 681"
"PP Management s.r.o.";reality@ppmanagement.sk;"0950 541 343"
"PP Nitra- Sever, s.r.o.";frederika.banyiova@nitrainvest.sk;"0905 584 777"
"PP REAL s.r.o., kancelária Žilina";ppreal@ppreal.sk;"0905 275 268"
"PP trade s. r. o.";pptrade@zoznam.sk;"0905 440 476"
"PPA Invest s.r.o.";info@marmontresort.sk;"0910 358 467"
"PPGemer AV, s.r.o.";ppgemer@ppgemer.sk;"0903 560 479"
"PPO, s.r.o.";lechta@ppo.sk;"0910 619 269"
"PPV homes s.r.o.";info@ppvhomes.sk;"0905 666 221"
"PPZ SK s.r.o.";patrik.bona@gmail.com;"0914 354 003"
"PRAEDA s.r.o.";henrieta.blahova@gmail.com;"0907 713 023"
"Prakoma consult s.r.o";prakomacom@gmail.com;"0911 533 861"
"PRAKTIKPUMP, s.r.o.";anna.lassakova@praktikpump.sk;"0908 740 103"
PRAMEŇ-SK;babyhousesk@gmail.com;"0915 595 555"
"Pramos Centrum s.r.o.";byty@pramos.sk;"0905 793 420"
"PRE REAL s. r .o.";premium.petrik@gmail.com;"0917 131 130"
"Predaj apartmán Spiežovec Donovaly";dusankos@pobox.sk;"0905 817 062"
"PREDAJ BEZ REALITKY s.r.o.";info@predajbezrealitky.eu;"0917 430 590"
"Predaj Bytu";asistentka.trencin@fincentrum.com;"0948 609 099"
"Predaj bytu";jana.knazovicka@gmail.com;"0911 278 993"
"Predaj pozemkov";predajpozemkov@gmail.com;"0944 382 828"
"PredajByvania.sk s.r.o.";Info@PredajByvania.sk;"0940 321 303"
"Predajný showroom Vara Group";sales@vara.sk;"421 252 921 011"
"Predam Byt";adka1cool@zoznam.sk;"0905 410 614"
"Predio, s.r.o.";predio@predio.sk;"0918 975 403"
"predám rodinný dom";petriskooo@gmail.com;"0903 944 231"
"PREDÁME TO s.r.o.";birosmatej@gmail.com;"0948 090 144"
"Prefektus s.r.o.";pito.filip@prefektus.sk;"0948 150 400"
"Premier Travel, s.r.o.";info@startupkomarno.sk;"0905 164 806"
"Premium Estate, s.r.o.";koreny@i-reality.sk;"0905 795 637"
"PREMIUM REAL s. r .o.";premiumreal.petrik@gmail.com;"0917 131 131"
"PREMIUM reality s.r.o.";info@premiumreality.sk;"0905 732 241"
"PRENAJIMAT.SK s.r.o.";info@prenajimat.sk;"0915 913 453"
prenajmypodnajmy;prenajmypodnajmy@post.sk;"0905 457 211"
"prenajom 1izbovy dom";vikiraichel@volny.cz;"0948 130 128"
PrenajomByvania.sk;INFO@PrenajomByvania.sk;"0940 321 303"
"PRENÁJMOVÁ AGENTÚRA";info@prenajmovaagentura.sk;"0948 949 997"
"PRESS & BURG Finance s.r.o.";law@press-burg.com;"0903 911 188"
"Pressburg Ba";bratislavareal@gmail.com;"0907 620 246"
"PRESSBURG DEVELOPMENT s.r.o.";tomas.liska@pressburgdevelopment.com;"0911 666 201"
"PRESSBURG Reality, s. r. o.";faktury.ba@gmail.com;"0917 717 191"
"Pressburg Solutions International";psi@zmail.sk;"0903 722 923"
"PRESTIGE Group s.r.o.";info@pgr.sk;"+421 907 163 009"
"Prestige Park Trnava";marketing@prestigepark.sk;"0907 145 010"
"Prestize, s.r.o.";info@nehnutelnostiprevas.sk;"0915 200 999"
"PRESTY  s.r.o.";presty@presty.sk;"0908 999 931"
"Prestíž s.r.o";info@reality-prestiz.eu;"0915 799 280"
"Prešovská 2nd.s.r.o.";michal.sebesta@yahoo.com;"0903 544 660"
"Prešovská realitná spoločnosť, s.r.o.";presovskarealitna@gmail.com;"0918 993 424"
"Prešovská univerzita v Prešove";anton.kamensky@unipo.sk;"+421 908 402 648"
"Prešovský samosprávny kraj";iveta.kanova@psk.sk;"0917 542 608"
"PRI HRÁDZI s.r.o.";paldan@castorgroup.sk;"0948 438 771"
"PRI TROCH KAMEŇOCH, družstvo";3kamene@centrum.sk;"0902 897 916"
"Priemyselny areal TRNAVA";martin.pariza@accentis.com;"0907 847 996"
"Priemyselný PARK, s.r.o.";tvojeprojekty@gmail.com;"0905 748 602"
"Prima banka Slovensko, a.s.";sprava.majetku@primabanka.sk;"0903 556 200"
"Prima house";primahouse@primahouse.sk;"0948 956 861"
"Prima Property s.r.o.";primaproperty@primaproperty.sk;"0908 560 368"
"PRIMA REAL";bujnak@primareal.eu;"0907 966 145"
"PRIMA realitná a právna kancelária, s.r.o.";info@primareality.sk;"0948 104 810"
"Prima reality";peterz@prima-reality.sk;"0904 142 834"
"PRIMA reality s.r.o.";primareality@gmail.com;"0903 703 565"
"Prima Slovakia s.r.o";p.zaborsky@primaslovakia.sk;"0905 501 318"
"Prima Slovakia s.r.o.";priprava@primaslovakia.sk;"0907 635 354"
"PRIMA SPACE s.r.o.";info@primaspace.sk;"0911 112 115"
"PRIMA ZDROJ Považská Bystrica, spol. s r.o.";veduciou@primapx.sk;"0903 895 241"
"PRIMA, spol. s r. o.";mbaisova@gmail.com;"0948 008 166"
"PRIME Reality, s. r. o.";tkacikova@primereality.sk;"0948 375 551"
"PrimeReal & Finance s. r. o.";n.kobeticova@gmail.com;"0915 864 553"
"PRIMUM s.r.o.";info@intercora.cz;"0911 409 539"
"PRINCE real s.r.o.";info.princereal@gmail.com;"0908 668 698"
"printio, s.r.o.";chovanec@printio.sk;"0905 467 742"
"PRINTON s.r.o.";dusan@printon.sk;"0905 346 188"
Priskos-reality;jurikova@priskos-reality.sk;"0940 860 922"
"PRIUS realitná spoločnosť";info@priuscompany.com;"0911 523 565"
"PRIVAT Reality spol.s.r.o";rkprivat@rkprivat.sk;"0903 461 817"
"PRIVATE REAL s.r.o.";hana.sopko@privatereal.sk;"0911 114 624"
"PRIVATEX PLUS s.r.o.";o.pavlov.ml@gmail.com;"0917 167 859"
"Pro 4ALL s.r.o.";neexistuje@web.sk;"+421 907 144 801"
"Pro Atelier, s.r.o.";predaj@domy-okolicne.sk;"+421 905 285 690"
"PRO aukcie, s.r.o.";info@proa.sk;"0911 433 330"
"Pro Building Development s.r.o.";sedo@probuilding.sk;"+421 905 233 444"
"Pro Business, s.r.o.";akvinus@gmail.com;"0905 122 142"
"PRO Home s.r.o.";florek@pro-home.sk;"0905 253 779"
"PRO HP s.r.o.";prohpreality@gmail.com;"421 905 457 255"
"Pro lingua n.o.";komarno@lingualeader.com;"0915 790 546"
"Pro Lingua,n.o.";property.office2013@gmail.com;"0907 842 166"
"PRO POPULO PP a.s.";slimakova.miriam@gmail.com;"0527 721 734"
"Pro Real, s. r. o. realitná kancelária";info@prorealsro.sk;"0903 556 337"
"PRO REALITY, s.r.o.";info@proreality.sk;"0948 000 888"
"Pro V.I.P., s.r.o.";bagarova@bagarova.sk;"0915 448 448"
"PRO-DIVE s.r.o";zuzana@pro-dive.sk;"0903 228 685"
"Pro4CE s.r.o.";flimel@pro4ce.eu;"0948 685 123"
"Proapartment s.r.o.";info@proapartment.sk;"0905 381 302"
"ProAuctio s.r.o.";janso@proauctio.sk;"0903 517 300"
"ProByt-NZ, s.r.o";probytnz@gmail.com;"0905 258 991"
"Probyvanie s.r.o.";miroslava.pozgay@unitedclassifieds.sk;"945 333 222"
PROCASSO;imrich.balla@gmail.com;"0905 256 526"
procentrum;info@oknadvere.sk;"0905 882 124"
PROCIS;procis.slovakia@gmail.com;"0944 137 046"
"PROCLEANING s.r.o.";procleaning@procleaning.sk;"421 918 393 308"
"ProCredit Reality s.r.o.";reality@procredit.sk;"0914 224 666"
"ProDevelopment 1 s.r.o.";office@prodev.sk;"0915 867 600"
"ProDevelopment s.r.o.";office@prodev.sk;"+421 239 027 257"
"PRODOM-STAV, spol. s r.o.";prodomstav@prodomstav.sk;"0233 004 028"
"Profesionálna dražobná spoločnosť, s.r.o.";dzurik@profesionalnadrazobna.sk;"0903 420 800"
"Profi Broker Real s.r.o.";svec@profibroker.sk;"0911 878 728"
"PROFI REALITY SABOL, s.r.o.";office@profirealitysabol.sk;"0940 101 441"
"PROFI s.r.o.";jpal@gmail.com;"02 456 212"
"Profi Service Truck, s. r. o.";vilynadslatinou@gmail.com;"0949 020 746"
"PROFI STEEL HOLDING";marketing@profisteel.sk;"0944 069 710"
"PROFI-REALITY SK";profirealitysk@gmail.com;"0948 778 003"
"Profibau invest s.r.o.";profibau.nemeth@gmail.com;"0948 112 456"
"ProfiHouse s.r.o.";profihousesro@gmail.com;"0904 101 142"
"ProFin Experts s. r. o.";info@profinexperts.sk;"0947 933 076"
"Profinad s.r.o.";info@profinad.sk;"0908 266 284"
"PROFINEX Group, s.r.o.";inzercia@profinexgroup.sk;"0914 119 119"
Profinity;profinity@centrum.sk;"0907 233 976"
"Profinity, s.r.o.";profinity555@gmail.com;"0905 436 591"
"ProfiReal Slovensko s.r.o.";skokan@profirealslovensko.sk;"0903 632 195"
"Profistaving s r.o.";profistaving@profistaving.sk;"0903 901 814"
"PROFISTAVING, s r.o.";profistaving@profistaving.sk;"0903 901 814"
"PROFIT REAL INVEST, s.r.o.";profit@profitreal.com;"0907 108 953"
"Profit Reality s.r.o.";office@profitreality.sk;"0908 469 591"
"PROFITBAU, s. r. o.";baestateslovakia@gmail.com;"0949 776 139"
"Program spol.s.r.o.";jarov@programtn.sk;"0903 770 590"
"PROGRES GROUPE";mminska@gmail.com;"0911 025 167"
"PROGRES-TS, s. r. o.";progreskoso@gmail.com;"0905 785 594"
"Progresgroup s.r.o.";progresgroupsro@gmail.com;"0907 577 434"
"Progresive development consulting s.r.o.";kugla@prodeco.sk;"0905 244 989"
"Progress Consultants s.r.o.";office@isgroup.sk;"0948 848 878"
"Progress Promotion Bratislava";pmoravec@propro.sk;"0905 719 296"
"PROGRESSIVE  AGENCY";axammtrade@protonmail.com;"+421 907 666 777"
"ProHome Real Estate, s.r.o.";office@prohomereal.sk;"0902 890 701"
"Projekt Gamma s.r.o.";info@juzneterasy.sk;"0911 229 837"
"Projekt KE s.r.o.";info@novasladovna.sk;"0911 566 369"
"Projekt Reality";info@projektreality.sk;"0917 983 518"
ProjektyDomov.EU;info@projektydomov.sk;"0908 715 200"
"ProKlient reality";erik.koronczi@proklientreality.sk;"+421 918 895 009"
"Prolex reality";info@prolexreality.com;"0911 888 914"
"Prom Real s.r.o.";info@promreal.sk;"0919 040 800"
"PROMA INVEST";reality@promainvest.sk;"+421 918 117 117"
"PROMA, s.r.o.";majerskam@proma.sk;"0417 078 800"
PROMED-SK,s.r.o.;robert.vitkovic@promedreal.sk;"0949 131 739"
"Promi Real s.r.o.";promireal@promireal.sk;"0918 586 578"
"PROMINENT - STAV s.r.o.";info@prominentstav.sk;"0908 530 342"
"PROMINENT - STAV SK";info@prominentstav.sk;"0908 530 342"
"PROMINENT REAL s.r.o.";zadnancinova@prominentreal.sk;"0905 456 542"
promiprojekt;mvorcak@promiprojekt.sk;"0905 442 486"
"PROmiprojekt, s.r.o.";promi@promiprojekt.sk;"0905 442 486"
"PROMISE s.r.o.";ivanova@promise.sk;"0911 770 044"
"PROMO Reality";promoreality@gmail.com;"0944 191 166"
"PRONECA, s.r.o.";reality@proneca.sk;"0908 222 608"
"Pronia s.r.o.";pronia@pronia.sk;"0944 067 217"
"ProPACTA, s. r. o.";bercikova.mariana@centrum.sk;"0904 499 310"
"Property & Profit s.r.o.";propertyandprofit@gmail.com;"+421 905 780 418"
"PROPERTY CENTRUM NEHNUTEĽNOSTI, sro";propertycentrumnehnutelnosti@gmail.com;"0944 985 000"
"Property Comfort s. r. o.";propertykontakt@gmail.com;"0919 469 880"
"Property Holding as.s";marketing@hotelchopok.sk;"0911 322 596"
"PROPERTY INVESTMENT s.r.o.";info@propertyinvestment.sk;"0917 404 884"
"PROPERTY MANAGER, s.r.o.";jana@propertymanagers.sk;"0911 883 815"
"Property rental, s.r.o.";info@chalupkovo.sk;"0902 365 555"
"PROPERTY s.r.o.";zoltan.tatay@818.sk;"0948 101 818"
"Property save s.r.o.";info@propertysave.sk;"+421 907 324 120"
"Property Servis s.r.o.";olga.sediva@gmail.com;"0905 601 167"
"Property Trade, s. r. o.";propertytrade@protonmail.com;"0904 658 066"
"Prophet Real s.r.o.";heriban@prophet.sk;"0904 524 043"
"PROplus, sro";proplus@centrum.cz;"0948 033 381"
proprertymanagement;info@domynavidieku.sk;"0911 040 156"
"Proreality, s.r.o.";kaatrina.nohalova@gmail.com;"0903 058 826"
"Proreality, s.r.o.";katarina.nohalova@gmail.com;"0903 058 826"
"ProRebus, s.r.o.";prorebus@gmail.com;"0903 417 718"
"ProSalix s.r.o.";richard.konta@vienna-gate.sk;"421 911 433 330"
"PROSPECT, spol. s r.o.";reality@prospectnz.sk;"0940 600 400"
"Prospere s.r.o.";janka.pechova@gmail.com;"0905 330 750"
"Prosperity Finance s.r.o.";uhrin@prosperity.sk;"0917 134 140"
"Protected Real Estate Finance s.r.o.";m.miklosovic@protected-ref.com;"0902 275 831"
"PROTETIKA TRADE, a. s.";m.cap@protetika.sk;"0903 414 148"
"Proto Reality ORIGIN";novyadmin29jun@mailinator.com;"0900 654 321"
"PROVA s.r.o.";prova@prova.sk;"0903 440 024"
"ProvensReal s.r.o.";karpisova@provensreal.sk;"+421 903 774 088"
"PROXAM reality s.r.o.";promaxreality@promaxreality.eu;"0904 607 668"
Proxenta;roman.hudak@proxenta.sk;"0917 361 077"
"Proximity hypo s.r.o.";info@proximityreal.sk;"+421 907 137 533"
"Proxin, s.r.o.";slachta.peter@gmail.com;"0949 200 320"
"PRR reality s.r.o.";info@prr.sk;"0903 586 751"
"PRS Constructing, s.r.o.";anna.benkeova@prsconstructing.sk;"0908 134 222"
"Prva metropolitna";reality@prvametropolitna.sk;"+421 905 300 020"
"Prva Rucna Autoumyvaren";prvarucna@gmail.com;"0908 681 708"
"Prvotriedne nehnuteľnosti s.r.o.";miroslav.pavec@gmail.com;"0905 245 812"
"Prvá arbitrážna k.s.";info@prvaarbitrazna.sk;"0484 146 727"
"Prvá banskobystrická dražobná spoločnosť,s.r.o.";realitybb@post.sk;"0907 809 453"
"Prvá hviezdoslavovská s.r.o.";info@phv.sk;"421 944 622 672"
"PRVÁ MYJAVSKÁ REALITNÁ KANCELÁRIA";pmrkmy@gmail.com;"0905 869 866"
"PRVÁ NITRIANSKA REALITNÁ s.r.o.";1nr.realitna@centrum.sk;"0910 928 508"
"Prvá púchovská realitná, s. r. o.";zrinyova@pureality.sk;"0944 005 377"
"PRVÁ R3ALITNÁ, s.r.o.";info@PrvaRealitna.sk;"+421 948 027 565"
"Prvá Realitná Kancelária, s.r.o.";jamriska@prk.sk;"0905 385 533"
"Prvá Revitalizačná";polaacek@gmail.com;"0910 969 999"
"Prvá Trenčianska Realitná s.r.o.";ptr@ptr.sk;"0903 421 973"
"Prvý domov s. r. o.";petrajasovska@prvydomov.sk;"0918 476 828"
"právne služby s.r.o.";pravnesluzby@orangemail.sk;"0905 751 475"
